id,name,income
01001,"Autauga County, AL",0.2916291550489909
01003,"Baldwin County, AL",0.27633315560838745
01005,"Barbour County, AL",0.0734994624548768
01007,"Bibb County, AL",0.1756068141492365
01009,"Blount County, AL",0.2136108173308044
01011,"Bullock County, AL",0.028791441232770148
01013,"Butler County, AL",0.099572586072774
01015,"Calhoun County, AL",0.1698030749329161
01017,"Chambers County, AL",0.12187852354272828
01019,"Cherokee County, AL",0.1412388885489778
01021,"Chilton County, AL",0.1885690811037593
01023,"Choctaw County, AL",0.12179111783163912
01025,"Clarke County, AL",0.12908075413647527
01027,"Clay County, AL",0.11562027462874425
01029,"Cleburne County, AL",0.17937400029717943
01031,"Coffee County, AL",0.2547789072538
01033,"Colbert County, AL",0.20174986233600503
01035,"Conecuh County, AL",0.058037392163203944
01037,"Coosa County, AL",0.14378239474167243
01039,"Covington County, AL",0.12437832687987833
01041,"Crenshaw County, AL",0.1143616323890603
01043,"Cullman County, AL",0.17326434109204694
01045,"Dale County, AL",0.16900768296200475
01047,"Dallas County, AL",0.07046648428008286
01049,"DeKalb County, AL",0.11815504025032995
01051,"Elmore County, AL",0.3006232027200657
01053,"Escambia County, AL",0.10877640745046281
01055,"Etowah County, AL",0.16545901109178474
01057,"Fayette County, AL",0.1160835248975168
01059,"Franklin County, AL",0.11725476142611158
01061,"Geneva County, AL",0.10357576764065764
01063,"Greene County, AL",0.02229719689884537
01065,"Hale County, AL",0.07648873777412617
01067,"Henry County, AL",0.1752834130182066
01069,"Houston County, AL",0.19246737581833598
01071,"Jackson County, AL",0.13946455261386778
01073,"Jefferson County, AL",0.2538261850029281
01075,"Lamar County, AL",0.13078516550271393
01077,"Lauderdale County, AL",0.19870814359010217
01079,"Lawrence County, AL",0.15677088340952197
01081,"Lee County, AL",0.2007184749451529
01083,"Limestone County, AL",0.33992081042575323
01085,"Lowndes County, AL",0.06992456887133006
01087,"Macon County, AL",0.05700600477235183
01089,"Madison County, AL",0.330236257637074
01091,"Marengo County, AL",0.10278911624085518
01093,"Marion County, AL",0.10413516419162828
01095,"Marshall County, AL",0.17708397066664336
01097,"Mobile County, AL",0.15405256579464902
01099,"Monroe County, AL",0.11872317737240952
01101,"Montgomery County, AL",0.20686309643472103
01103,"Morgan County, AL",0.23445707942556968
01105,"Perry County, AL",0.007350820302598572
01107,"Pickens County, AL",0.10150425228784449
01109,"Pike County, AL",0.09864608553522887
01111,"Randolph County, AL",0.1273763427702366
01113,"Russell County, AL",0.11477243923117937
01115,"St. Clair County, AL",0.2736760219912769
01117,"Shelby County, AL",0.4343189784020488
01119,"Sumter County, AL",0.01648471711141606
01121,"Talladega County, AL",0.13685112185230183
01123,"Tallapoosa County, AL",0.1418769502399287
01125,"Tuscaloosa County, AL",0.23235934235942976
01127,"Walker County, AL",0.17010025435061926
01129,"Washington County, AL",0.12945659869415868
01131,"Wilcox County, AL",0.011048081881670148
01133,"Winston County, AL",0.10952809656582961
02013,"Aleutians East Borough, AK",0.3855291104720782
02016,"Aleutians West Census Area, AK",0.4952407590311951
02020,"Anchorage Borough/municipality, AK",0.49069566205455867
02050,"Bethel Census Area, AK",0.1602234089975439
02060,"Bristol Bay Borough, AK",0.44825144874966133
02068,"Denali Borough, AK",0.43269323217579037
02070,"Dillingham Census Area, AK",0.24955204573066805
02090,"Fairbanks North Star Borough, AK",0.4221258817051106
02100,"Haines Borough, AK",0.288176629460969
02105,"Hoonah-Angoon Census Area, AK",0.22039350051132342
02110,"Juneau Borough/city, AK",0.46499838299434487
02122,"Kenai Peninsula Borough, AK",0.344955379384489
02130,"Ketchikan Gateway Borough, AK",0.37004081846707865
02150,"Kodiak Island Borough, AK",0.4207361308987929
02158,"Kusilvak Bourough, AK",0.08361230322789291
02164,"Lake and Peninsula Borough, AK",0.2047915810819079
02170,"Matanuska-Susitna Borough, AK",0.4254560392976077
02180,"Nome Census Area, AK",0.25649205919114754
02185,"North Slope Borough, AK",0.5533043729077258
02188,"Northwest Arctic Borough, AK",0.291620414477882
02195,"Petersburg Borough, AK",0.35778653777237807
02198,"Prince of Wales-Hyder Borough, AK",0.24664143555139892
02220,"Sitka Borough/city, AK",0.4007726664860282
02230,"Skagway Borough/municipality, AK",0.4253336713020829
02240,"Southeast Fairbanks Census Area, AK",0.3282434074242411
02261,"Valdez-Cordova Census Area, AK",0.3719550035399313
02275,"Wrangell City Borough, AK",0.2762894527528429
02282,"Yakutat Borough/city, AK",0.2932461607041404
02290,"Yukon-Koyukuk Census Area, AK",0.11309424957826744
04001,"Apache County, AZ",0.06711884554536793
04003,"Cochise County, AZ",0.2027025845868769
04005,"Coconino County, AZ",0.2990498999204608
04007,"Gila County, AZ",0.15393893837023312
04009,"Graham County, AZ",0.21138197169803075
04011,"Greenlee County, AZ",0.3482680558347682
04012,"La Paz County, AZ",0.06433060336162365
04013,"Maricopa County, AZ",0.34316356230716116
04015,"Mohave County, AZ",0.1674343801623998
04017,"Navajo County, AZ",0.1282853621655639
04019,"Pima County, AZ",0.2396839409487016
04021,"Pinal County, AZ",0.28734627520562195
04023,"Santa Cruz County, AZ",0.12736760219912768
04025,"Yavapai County, AZ",0.19915391271665692
04027,"Yuma County, AZ",0.15858018162906765
05001,"Arkansas County, AR",0.15657859084512582
05003,"Ashley County, AR",0.13245461458451696
05005,"Baxter County, AR",0.11985945161656862
05007,"Benton County, AR",0.37588826053894364
05009,"Boone County, AR",0.161779230654931
05011,"Bradley County, AR",0.10275415395641951
05013,"Calhoun County, AR",0.16603588878497322
05015,"Carroll County, AR",0.1665078796248547
05017,"Chicot County, AR",0.050817680427239116
05019,"Clark County, AR",0.16987299950178744
05021,"Clay County, AR",0.10238704996984503
05023,"Cleburne County, AR",0.16545027052067582
05025,"Cleveland County, AR",0.1890323313725319
05027,"Columbia County, AR",0.1305491700827732
05029,"Conway County, AR",0.16250469805697104
05031,"Craighead County, AR",0.17168229772133312
05033,"Crawford County, AR",0.18696081601971873
